,symbol,instrument_token,date,open,high,low,close,volume
175,APOLLOHOSP,40193,2025-09-18,7875.0,7886.0,7821.0,7850.5,264065
176,APOLLOHOSP,40193,2025-09-19,7850.5,7876.5,7798.5,7806.5,207129
177,APOLLOHOSP,40193,2025-09-22,7611.5,7796.5,7611.5,7739.0,302818
178,APOLLOHOSP,40193,2025-09-23,7725.0,7749.0,7664.5,7684.0,443181
179,APOLLOHOSP,40193,2025-09-24,7698.0,7730.0,7634.5,7643.5,201984
180,APOLLOHOSP,40193,2025-09-25,7649.0,7704.0,7615.0,7624.0,374239
181,APOLLOHOSP,40193,2025-09-26,7550.0,7630.5,7491.0,7510.0,207170
182,APOLLOHOSP,40193,2025-09-29,7550.0,7595.0,7426.0,7444.0,388214
183,APOLLOHOSP,40193,2025-09-30,7444.0,7478.0,7400.0,7409.0,369272
184,APOLLOHOSP,40193,2025-10-01,7409.5,7482.0,7359.0,7441.0,220764
185,APOLLOHOSP,40193,2025-10-03,7441.0,7484.0,7404.0,7449.5,478143
186,APOLLOHOSP,40193,2025-10-06,7550.0,7730.0,7550.0,7662.0,423558
187,APOLLOHOSP,40193,2025-10-07,7674.5,7706.5,7633.5,7700.0,210121
188,APOLLOHOSP,40193,2025-10-08,7697.5,7762.0,7643.5,7662.0,188810
189,APOLLOHOSP,40193,2025-10-09,7690.0,7750.0,7620.0,7695.0,295802
190,APOLLOHOSP,40193,2025-10-10,7694.5,7739.0,7660.0,7681.0,273853
191,APOLLOHOSP,40193,2025-10-13,7709.0,7744.0,7643.0,7671.0,191488
192,APOLLOHOSP,40193,2025-10-14,7848.5,7848.5,7675.0,7759.0,413862
193,APOLLOHOSP,40193,2025-10-15,7800.0,7850.0,7740.5,7826.0,212807
194,APOLLOHOSP,40193,2025-10-16,7814.0,7870.0,7807.5,7833.5,178563
195,APOLLOHOSP,40193,2025-10-17,7850.0,8030.0,7840.5,7901.5,610960
196,APOLLOHOSP,40193,2025-10-20,7950.0,8065.0,7921.5,8010.0,498555
197,APOLLOHOSP,40193,2025-10-21,8038.0,8058.5,7992.5,8012.0,31082
198,APOLLOHOSP,40193,2025-10-23,7950.0,8099.5,7920.0,7968.5,456860
199,APOLLOHOSP,40193,2025-10-24,7975.0,7982.0,7824.5,7837.5,287555
200,APOLLOHOSP,40193,2025-10-27,7837.5,7903.0,7834.0,7845.5,266541
201,APOLLOHOSP,40193,2025-10-28,7864.0,7901.0,7828.5,7880.5,348079
202,APOLLOHOSP,40193,2025-10-29,7890.5,7905.0,7846.0,7858.5,199897
203,APOLLOHOSP,40193,2025-10-30,7767.0,7837.5,7765.0,7790.0,209452
204,ASHOKLEY,54273,2025-07-23,124.05,124.95,123.05,124.6,4574233
205,ASHOKLEY,54273,2025-07-24,124.6,125.45,124.35,124.8,10435772
206,ASHOKLEY,54273,2025-07-25,124.55,125.15,121.6,121.95,6422937
207,ASHOKLEY,54273,2025-07-28,121.95,125.0,121.6,122.75,10627268
208,ASHOKLEY,54273,2025-07-29,122.85,124.05,122.1,123.3,6535234
209,ASHOKLEY,54273,2025-07-30,123.3,123.35,121.6,121.9,5517480
210,ASHOKLEY,54273,2025-07-31,120.95,122.2,119.45,121.05,11333155
211,ASHOKLEY,54273,2025-08-01,121.05,121.25,117.72,120.35,13653423
212,ASHOKLEY,54273,2025-08-04,120.35,123.35,120.16,122.6,10209776
213,ASHOKLEY,54273,2025-08-05,122.6,122.98,121.3,121.97,5769803
214,ASHOKLEY,54273,2025-08-06,122.45,122.49,120.55,120.73,4414208
215,ASHOKLEY,54273,2025-08-07,120.0,121.54,118.16,119.81,10739005
216,ASHOKLEY,54273,2025-08-08,119.81,120.39,115.1,115.42,10860600
217,ASHOKLEY,54273,2025-08-11,115.9,120.34,114.96,120.02,13024457
218,ASHOKLEY,54273,2025-08-12,119.53,120.29,118.9,119.36,4155268
219,ASHOKLEY,54273,2025-08-13,119.7,121.05,119.15,119.73,4597540
220,ASHOKLEY,54273,2025-08-14,120.0,124.0,119.29,121.96,19020549
221,ASHOKLEY,54273,2025-08-18,125.1,132.8,125.1,131.76,80821577
222,ASHOKLEY,54273,2025-08-19,131.76,133.55,127.11,133.28,40387936
223,ASHOKLEY,54273,2025-08-20,134.3,134.31,132.2,133.1,20564141
224,ASHOKLEY,54273,2025-08-21,133.15,133.81,130.8,131.01,16695588
225,ASHOKLEY,54273,2025-08-22,131.01,132.1,129.63,131.2,11093419
226,ASHOKLEY,54273,2025-08-25,131.41,131.87,130.37,131.01,5255625
227,ASHOKLEY,54273,2025-08-26,130.51,132.36,129.91,131.37,13267634
228,ASHOKLEY,54273,2025-08-28,131.35,131.9,129.48,129.82,7709689
229,ASHOKLEY,54273,2025-08-29,129.68,130.24,126.76,126.98,10674470
230,ASHOKLEY,54273,2025-09-01,127.35,128.51,125.85,128.03,15300044
231,ASHOKLEY,54273,2025-09-02,128.71,132.79,128.46,130.39,15084908
232,ASHOKLEY,54273,2025-09-03,131.8,132.38,128.3,130.23,14455278
233,ASHOKLEY,54273,2025-09-04,132.4,132.66,126.54,128.01,20498606
234,ASHOKLEY,54273,2025-09-05,128.24,132.23,128.24,130.77,19576052
235,ASHOKLEY,54273,2025-09-08,132.0,138.2,131.37,137.29,33590663
236,ASHOKLEY,54273,2025-09-09,137.54,137.7,134.82,135.06,15017284
237,ASHOKLEY,54273,2025-09-10,135.98,136.13,132.72,134.01,15726944
238,ASHOKLEY,54273,2025-09-11,134.26,134.66,132.26,133.56,12684319
239,ASHOKLEY,54273,2025-09-12,133.6,136.14,132.77,134.09,18257240
240,ASHOKLEY,54273,2025-09-15,134.11,136.0,133.19,133.94,10539375
241,ASHOKLEY,54273,2025-09-16,134.3,135.57,133.99,134.54,9836983
242,ASHOKLEY,54273,2025-09-17,135.0,137.77,135.0,136.77,21279686
243,ASHOKLEY,54273,2025-09-18,137.43,139.5,135.72,138.76,15571795
244,ASHOKLEY,54273,2025-09-19,139.0,142.63,138.89,140.89,29812677
245,ASHOKLEY,54273,2025-09-22,140.99,141.75,139.01,139.42,12613982
246,ASHOKLEY,54273,2025-09-23,139.56,144.5,139.56,144.04,43630485
247,ASHOKLEY,54273,2025-09-24,142.5,143.99,139.6,142.26,36960853
248,ASHOKLEY,54273,2025-09-25,141.9,141.9,140.1,140.45,10954407
249,ASHOKLEY,54273,2025-09-26,139.57,143.0,139.01,141.93,20914983
250,ASHOKLEY,54273,2025-09-29,142.0,144.15,141.33,142.42,16359612
251,ASHOKLEY,54273,2025-09-30,143.13,143.79,141.63,142.67,13913548
252,ASHOKLEY,54273,2025-10-01,143.0,143.8,140.8,141.23,12440118
253,ASHOKLEY,54273,2025-10-03,141.42,142.95,138.16,139.79,15561840
254,ASHOKLEY,54273,2025-10-06,139.79,140.5,137.47,137.78,12157023
255,ASHOKLEY,54273,2025-10-07,138.06,140.74,137.94,139.83,9538118
256,ASHOKLEY,54273,2025-10-08,140.8,141.6,139.0,139.37,10813847
257,ASHOKLEY,54273,2025-10-09,139.5,139.91,137.43,138.64,5658661
258,ASHOKLEY,54273,2025-10-10,138.8,139.52,137.4,137.55,6840339
259,ASHOKLEY,54273,2025-10-13,137.49,137.99,135.7,137.42,6553457
260,ASHOKLEY,54273,2025-10-14,137.93,138.39,134.62,135.41,8702406
261,ASHOKLEY,54273,2025-10-15,135.5,136.42,135.2,135.69,9026819
262,ASHOKLEY,54273,2025-10-16,135.98,137.9,135.49,137.24,9950107
263,ASHOKLEY,54273,2025-10-17,137.35,137.7,134.21,134.51,15168999
264,ASHOKLEY,54273,2025-10-20,135.99,137.21,135.56,135.84,6001026
265,ASHOKLEY,54273,2025-10-21,136.6,136.98,135.86,136.24,2918743
266,ASHOKLEY,54273,2025-10-23,137.0,139.45,136.45,137.85,12839861
267,ASHOKLEY,54273,2025-10-24,137.91,138.5,135.82,136.35,6291344
268,ASHOKLEY,54273,2025-10-27,136.52,141.19,136.5,140.81,16792519
269,ASHOKLEY,54273,2025-10-28,141.4,142.24,138.52,140.1,21334243
270,ASHOKLEY,54273,2025-10-29,140.48,140.64,138.45,139.48,8637758
271,ASHOKLEY,54273,2025-10-30,139.9,141.3,139.0,140.77,14765768
272,IEX,56321,2025-07-23,192.7,193.41,186.61,187.89,9214590
273,IEX,56321,2025-07-24,169.1,169.1,131.5,132.32,127736986
274,IEX,56321,2025-07-25,137.8,149.4,136.41,145.02,298471535
275,IEX,56321,2025-07-28,146.4,146.4,132.16,139.12,84489906
276,IEX,56321,2025-07-29,137.3,138.54,132.0,134.65,46588839
277,IEX,56321,2025-07-30,135.89,138.4,133.05,136.05,38434079
278,IEX,56321,2025-07-31,135.0,141.5,133.75,135.3,28369765
279,IEX,56321,2025-08-01,135.44,136.47,131.72,132.09,13337730
280,IEX,56321,2025-08-04,133.3,134.45,130.65,133.98,12654592
281,IEX,56321,2025-08-05,135.0,135.3,131.71,133.49,18708771
282,IEX,56321,2025-08-06,133.49,133.53,131.1,132.18,11870382
283,IEX,56321,2025-08-07,131.8,134.05,130.26,133.46,14214767
284,IEX,56321,2025-08-08,133.46,139.8,132.64,138.04,29027613
285,IEX,56321,2025-08-11,138.45,139.04,135.2,137.9,11473028
286,IEX,56321,2025-08-12,137.37,139.13,135.9,138.08,10917993
287,IEX,56321,2025-08-13,138.0,142.29,137.81,141.17,16615911
288,IEX,56321,2025-08-14,141.0,141.63,139.03,140.27,5839144
289,IEX,56321,2025-08-18,140.25,141.5,138.66,141.01,8400424
290,IEX,56321,2025-08-19,140.77,141.99,138.66,141.59,7788677
291,IEX,56321,2025-08-20,141.99,144.15,140.73,143.15,7543910
292,IEX,56321,2025-08-21,143.15,146.1,142.8,144.62,8787145
293,IEX,56321,2025-08-22,144.0,146.07,143.43,143.92,6706865
294,IEX,56321,2025-08-25,143.86,148.8,142.64,143.87,10187666
295,IEX,56321,2025-08-26,144.3,144.45,140.86,141.26,6441292
296,IEX,56321,2025-08-28,141.26,141.85,139.09,139.76,5592044
297,IEX,56321,2025-08-29,140.0,141.29,139.26,139.8,3949076
298,IEX,56321,2025-09-01,139.8,143.1,139.52,142.21,4039519
299,IEX,56321,2025-09-02,143.0,143.75,140.85,141.19,3872440
300,IEX,56321,2025-09-03,141.19,142.3,140.48,142.07,3303329
301,IEX,56321,2025-09-04,144.0,144.25,141.92,142.65,4500009
302,IEX,56321,2025-09-05,142.65,144.09,140.0,141.95,4808605
303,IEX,56321,2025-09-08,143.9,144.0,141.55,142.3,2833263
304,IEX,56321,2025-09-09,142.55,143.7,141.75,142.86,2870738
305,IEX,56321,2025-09-10,143.59,145.69,143.41,144.74,6265716
306,IEX,56321,2025-09-11,145.0,145.0,142.5,143.42,3436932
307,IEX,56321,2025-09-12,143.6,145.9,143.26,144.84,3634402
308,IEX,56321,2025-09-15,145.79,147.9,145.0,147.21,5369108
309,IEX,56321,2025-09-16,148.08,148.89,146.57,147.38,5543060
310,IEX,56321,2025-09-17,148.0,152.44,148.0,148.44,17256455
311,IEX,56321,2025-09-18,149.61,149.76,146.81,148.61,6998033
312,IEX,56321,2025-09-19,149.0,149.85,148.22,149.03,3282240
313,IEX,56321,2025-09-22,149.0,149.73,145.85,146.09,4666556
314,IEX,56321,2025-09-23,146.12,146.31,142.87,143.91,4643971
315,IEX,56321,2025-09-24,143.5,144.0,140.0,140.41,4001048
316,IEX,56321,2025-09-25,140.4,142.11,139.36,139.82,3714601
317,IEX,56321,2025-09-26,139.09,140.35,136.75,137.76,3531957
318,IEX,56321,2025-09-29,138.0,140.99,137.59,139.72,5753855
319,IEX,56321,2025-09-30,140.0,140.24,137.62,139.19,3599755
320,IEX,56321,2025-10-01,139.8,142.0,138.32,141.18,9457649
321,IEX,56321,2025-10-03,141.77,143.89,141.6,143.59,6885047
322,IEX,56321,2025-10-06,144.31,144.8,141.87,142.55,2830105
323,IEX,56321,2025-10-07,142.96,143.6,141.09,141.58,2142047
324,IEX,56321,2025-10-08,141.7,142.08,138.85,139.22,2671977
325,IEX,56321,2025-10-09,139.0,140.69,138.86,140.42,2093488
326,IEX,56321,2025-10-10,140.42,141.0,139.57,139.87,2161199
327,IEX,56321,2025-10-13,139.0,140.0,136.1,137.03,6393814
328,IEX,56321,2025-10-14,137.03,138.56,134.02,136.09,7214347
329,IEX,56321,2025-10-15,136.09,136.8,134.65,135.36,4802387
330,IEX,56321,2025-10-16,135.0,136.39,133.5,134.79,6846625
331,IEX,56321,2025-10-17,134.79,135.03,133.5,134.18,4675489
332,IEX,56321,2025-10-20,134.18,139.16,133.85,138.29,7367382
333,IEX,56321,2025-10-21,140.0,140.46,138.61,139.14,1759872
334,IEX,56321,2025-10-23,140.0,145.0,137.94,144.52,9280059
335,IEX,56321,2025-10-24,144.97,148.49,144.06,147.05,12465685
336,IEX,56321,2025-10-27,148.0,149.39,145.95,147.14,7557240
337,IEX,56321,2025-10-28,147.0,149.27,144.87,147.52,8935101
338,IEX,56321,2025-10-29,147.0,149.49,146.85,148.66,6025893
339,IEX,56321,2025-10-30,149.0,149.32,140.0,143.55,18304555
340,ASIANPAINT,60417,2025-07-23,2363.0,2384.7,2352.6,2375.4,368999
341,ASIANPAINT,60417,2025-07-24,2375.4,2380.0,2341.0,2352.1,506960
