,SYMBOL,DATE1,OPEN_PRICE,HIGH_PRICE,LOW_PRICE,LAST_PRICE,CLOSE_PRICE,TTL_TRD_QNTY,TURNOVER_LACS,NO_OF_TRADES,DELIV_QTY,DELIV_PER
956,COFORGE,2025-11-20,1878.0,1888.0,1840.5,1849.0,1846.1,1733072,32205.9,56111, 742100, 42.82
957,COFORGE,2025-11-21,1836.9,1849.9,1791.1,1794.9,1797.5,1342531,24228.7,82463, 629341, 46.88
958,COFORGE,2025-11-24,1802.0,1835.0,1800.0,1809.9,1808.2,1409000,25570.06,54254, 759046, 53.87
959,COFORGE,2025-11-25,1815.0,1834.2,1793.2,1830.0,1831.7,1612174,29219.58,62978, 968635, 60.08
960,COFORGE,2025-11-26,1845.7,1873.0,1830.2,1871.0,1871.1,902345,16767.5,40340, 393994, 43.66
961,COFORGE,2025-11-27,1878.0,1915.0,1872.0,1907.0,1910.2,1702344,32343.78,74632, 712492, 41.85
962,COFORGE,2025-11-28,1916.0,1932.4,1901.0,1910.7,1908.7,1344163,25737.71,50075, 685202, 50.98
963,COFORGE,2025-12-01,1919.0,1936.0,1898.0,1902.0,1902.6,957784,18364.91,54720, 496577, 51.85
964,COFORGE,2025-12-02,1908.0,1927.2,1902.0,1915.0,1913.9,789262,15102.69,30772, 475331, 60.22
965,COFORGE,2025-12-03,1922.0,1934.0,1895.1,1917.8,1912.5,1033164,19771.96,52821, 405430, 39.24
966,COFORGE,2025-12-04,1922.0,1986.0,1917.8,1966.7,1966.2,3120396,61201.37,122166, 1317429, 42.22
967,COFORGE,2025-12-05,1970.0,1988.2,1957.0,1973.0,1977.9,1822538,36036.97,49298, 928815, 50.96
968,COLPAL,2025-11-06,2175.9,2190.8,2166.6,2171.0,2173.6,411132,8951.01,28322, 246781, 60.02
969,COLPAL,2025-11-07,2177.9,2177.9,2155.1,2166.0,2167.2,226568,4903.4,16674, 125034, 55.19
970,COLPAL,2025-11-10,2167.8,2181.8,2161.4,2171.2,2171.2,184755,4014.8,12551, 114795, 62.13
971,COLPAL,2025-11-11,2170.0,2187.9,2151.2,2184.0,2182.1,166130,3600.27,15833, 77991, 46.95
972,COLPAL,2025-11-12,2189.0,2196.0,2175.1,2180.0,2177.4,179841,3927.89,19217, 83979, 46.70
973,COLPAL,2025-11-13,2179.0,2186.0,2166.2,2176.1,2174.0,202651,4409.54,18111, 120546, 59.48
974,COLPAL,2025-11-14,2174.0,2178.6,2165.0,2175.4,2172.7,96584,2096.64,10846, 49600, 51.35
975,COLPAL,2025-11-17,2172.9,2194.6,2172.9,2185.7,2186.6,135290,2958.54,12286, 72609, 53.67
976,COLPAL,2025-11-18,2184.1,2189.5,2167.2,2172.0,2180.7,253424,5522.34,16021, 167048, 65.92
977,COLPAL,2025-11-19,2186.8,2188.4,2167.7,2182.0,2183.4,260816,5683.1,19092, 159800, 61.27
978,COLPAL,2025-11-20,2187.9,2210.0,2175.3,2180.0,2179.7,387157,8491.15,24093, 200101, 51.68
979,COLPAL,2025-11-21,2180.0,2195.0,2167.4,2179.0,2180.6,289673,6321.46,22200, 180984, 62.48
980,COLPAL,2025-11-24,2180.6,2205.0,2147.8,2150.3,2156.7,1732504,37399.08,40202, 1177081, 67.94
981,COLPAL,2025-11-25,2156.6,2170.9,2148.3,2165.0,2167.7,334902,7236.18,20156, 189828, 56.68
982,COLPAL,2025-11-26,2167.7,2189.0,2160.6,2181.0,2185.0,457001,9950.79,19518, 278522, 60.95
983,COLPAL,2025-11-27,2185.0,2197.6,2160.4,2166.9,2171.3,264052,5741.19,25747, 132074, 50.02
984,COLPAL,2025-11-28,2171.3,2175.2,2162.2,2167.0,2168.6,120973,2622.16,12151, 70777, 58.51
985,COLPAL,2025-12-01,2161.5,2167.0,2148.0,2150.0,2152.9,363407,7831.93,28687, 195977, 53.93
986,COLPAL,2025-12-02,2136.0,2160.8,2136.0,2156.0,2158.2,296042,6376.99,17510, 199368, 67.34
987,COLPAL,2025-12-03,2156.0,2158.8,2098.4,2099.1,2101.9,561527,11883.97,31904, 311375, 55.45
988,COLPAL,2025-12-04,2101.9,2140.8,2096.2,2136.5,2138.1,529258,11233.63,28812, 371735, 70.24
989,COLPAL,2025-12-05,2125.5,2167.0,2125.5,2162.5,2164.4,401612,8638.25,25637, 260316, 64.82
990,CONCOR,2025-11-06,541.8,541.8,518.0,519.5,519.35,4558191,23783.23,64196, 3362985, 73.78
991,CONCOR,2025-11-07,519.55,523.5,515.8,521.9,521.7,1513467,7876.56,21161, 951209, 62.85
992,CONCOR,2025-11-10,525.9,526.55,520.35,521.5,521.35,1023573,5359.8,34589, 591656, 57.80
993,CONCOR,2025-11-11,522.1,524.1,515.85,522.0,522.9,3241835,16902.56,44934, 2538178, 78.29
994,CONCOR,2025-11-12,530.0,538.5,524.7,531.0,530.45,4975992,26444.25,41866, 2942708, 59.14
995,CONCOR,2025-11-13,534.05,534.85,522.8,524.0,523.9,861847,4545.22,19334, 433678, 50.32
996,CONCOR,2025-11-14,525.0,525.0,516.55,519.0,518.85,1470642,7638.58,47392, 939185, 63.86
997,CONCOR,2025-11-17,518.85,521.95,517.1,518.4,518.15,1443272,7500.55,24760, 913080, 63.26
998,CONCOR,2025-11-18,518.15,526.0,512.0,524.0,522.6,3630058,18836.1,60700, 2345719, 64.62
999,CONCOR,2025-11-19,525.4,528.4,516.0,517.0,517.55,1589480,8283.87,34234, 822114, 51.72
1000,CONCOR,2025-11-20,519.9,519.9,513.4,516.55,515.4,3145380,16252.25,50003, 2392445, 76.06
1001,CONCOR,2025-11-21,515.35,519.35,510.0,511.5,511.2,3148760,16216.66,37515, 2062643, 65.51
1002,CONCOR,2025-11-24,511.45,519.45,507.45,517.75,514.95,36866483,189763.89,104371, 24648833, 66.86
1003,CONCOR,2025-11-25,513.5,518.45,510.5,512.5,512.5,1781603,9138.86,27435, 1021022, 57.31
1004,CONCOR,2025-11-26,513.5,523.9,512.7,518.4,518.6,1680398,8731.28,31336, 748013, 44.51
1005,CONCOR,2025-11-27,518.65,520.45,513.0,514.4,514.05,846809,4363.07,16891, 433961, 51.25
1006,CONCOR,2025-11-28,515.0,515.9,510.3,510.95,511.25,599724,3074.04,14003, 352103, 58.71
1007,CONCOR,2025-12-01,513.1,513.8,504.3,505.4,505.8,1280746,6503.76,30417, 743554, 58.06
1008,CONCOR,2025-12-02,504.3,506.8,502.45,504.25,503.4,2726576,13745.45,27100, 1953167, 71.63
1009,CONCOR,2025-12-03,504.0,508.95,500.4,508.0,506.5,1477035,7443.25,29257, 890014, 60.26
1010,CONCOR,2025-12-04,506.5,515.1,506.45,511.65,512.7,1718268,8796.83,22718, 1050881, 61.16
1011,CONCOR,2025-12-05,510.5,514.35,507.1,510.55,511.05,2120474,10835.58,25771, 1501823, 70.82
1012,CROMPTON,2025-11-06,283.5,284.35,276.4,277.55,278.55,2344095,6576.35,32280, 1197949, 51.10
1013,CROMPTON,2025-11-07,273.0,279.8,269.1,277.5,277.15,6292556,17266.56,51267, 2952262, 46.92
1014,CROMPTON,2025-11-10,277.15,286.35,276.05,280.35,280.3,5652838,15919.65,33503, 3254811, 57.58
1015,CROMPTON,2025-11-11,280.4,280.95,273.65,279.8,279.1,2263086,6269.09,28520, 1044710, 46.16
1016,CROMPTON,2025-11-12,280.15,282.65,278.3,281.5,281.3,4617350,12944.1,35443, 3211639, 69.56
1017,CROMPTON,2025-11-13,282.65,282.7,276.35,277.9,278.6,2083208,5837.28,17226, 1116412, 53.59
1018,CROMPTON,2025-11-14,278.45,279.6,274.35,276.55,276.15,3368751,9293.64,26154, 2097028, 62.25
1019,CROMPTON,2025-11-17,276.15,278.2,273.65,274.9,274.35,1786175,4919.79,17246, 985658, 55.18
1020,CROMPTON,2025-11-18,274.45,277.9,271.15,273.5,273.1,2176991,5949.79,22874, 1098759, 50.47
1021,CROMPTON,2025-11-19,273.75,275.25,272.8,274.6,274.3,2675917,7330.63,30263, 1672501, 62.50
1022,CROMPTON,2025-11-20,275.95,275.95,268.9,269.6,270.0,2348660,6373.84,25966, 1289492, 54.90
1023,CROMPTON,2025-11-21,269.95,271.25,265.95,267.35,267.35,1797104,4828.88,23251, 704100, 39.18
1024,CROMPTON,2025-11-24,267.95,269.85,265.0,265.35,265.4,1795957,4788.69,47094, 1157109, 64.43
1025,CROMPTON,2025-11-25,265.0,265.55,262.15,265.05,265.05,2618236,6911.9,31931, 1127115, 43.05
1026,CROMPTON,2025-11-26,265.95,271.85,264.4,268.75,268.35,2945617,7915.96,30640, 1613090, 54.76
1027,CROMPTON,2025-11-27,269.05,269.25,266.15,266.9,266.65,1488268,3977.3,27990, 638233, 42.88
1028,CROMPTON,2025-11-28,266.75,267.8,264.6,265.6,265.35,1077848,2863.39,21687, 537133, 49.83
1029,CROMPTON,2025-12-01,266.0,267.15,261.6,262.9,262.45,2493309,6567.8,27444, 1265059, 50.74
1030,CROMPTON,2025-12-02,263.75,264.7,260.25,261.05,260.9,1457185,3820.67,28911, 629688, 43.21
1031,CROMPTON,2025-12-03,260.9,261.8,255.25,257.4,255.85,4895978,12558.16,76652, 3064830, 62.60
1032,CROMPTON,2025-12-04,255.1,261.8,255.1,258.25,258.9,1906296,4953.37,23203, 729446, 38.27
1033,CROMPTON,2025-12-05,260.05,263.35,257.5,260.2,260.1,2322140,6053.87,27694, 1100458, 47.39
1034,CUMMINSIND,2025-11-06,4309.1,4364.8,4244.2,4314.6,4316.1,693125,29859.5,78695, 373331, 53.86
1035,CUMMINSIND,2025-11-07,4399.9,4495.0,4251.0,4290.0,4291.8,1894670,82647.3,133944, 589833, 31.13
1036,CUMMINSIND,2025-11-10,4300.1,4375.0,4256.7,4342.5,4349.2,754664,32525.85,66517, 460911, 61.07
1037,CUMMINSIND,2025-11-11,4349.1,4420.0,4290.9,4413.7,4414.2,395014,17228.69,57112, 197696, 50.05
1038,CUMMINSIND,2025-11-12,4420.0,4423.9,4370.0,4385.0,4395.4,617858,27159.7,52060, 434372, 70.30
1039,CUMMINSIND,2025-11-13,4367.5,4450.0,4350.0,4350.1,4366.2,405072,17836.79,50989, 223113, 55.08
1040,CUMMINSIND,2025-11-14,4363.3,4363.3,4263.0,4297.2,4283.2,484468,20844.68,44711, 324871, 67.06
1041,CUMMINSIND,2025-11-17,4289.9,4389.8,4287.9,4379.0,4381.2,525370,22815.84,40676, 319000, 60.72
1042,CUMMINSIND,2025-11-18,4381.7,4386.0,4245.0,4250.0,4252.4,463826,19858.36,39066, 305710, 65.91
1043,CUMMINSIND,2025-11-19,4260.0,4266.7,4183.3,4265.8,4261.3,445363,18828.64,52003, 191399, 42.98
1044,CUMMINSIND,2025-11-20,4290.0,4394.7,4278.0,4385.0,4375.7,941176,40992.06,83481, 480130, 51.01
1045,CUMMINSIND,2025-11-21,4375.7,4384.9,4315.6,4340.0,4333.8,408438,17720.87,38721, 281685, 68.97
1046,CUMMINSIND,2025-11-24,4349.8,4389.9,4278.9,4295.7,4299.0,1095485,47473.62,76073, 816458, 74.53
1047,CUMMINSIND,2025-11-25,4300.0,4336.5,4286.8,4303.0,4311.3,311670,13443.43,36595, 182845, 58.67
1048,CUMMINSIND,2025-11-26,4325.5,4420.0,4311.5,4405.0,4408.2,393579,17312.54,50679, 240981, 61.23
1049,CUMMINSIND,2025-11-27,4418.0,4463.8,4358.0,4436.9,4449.4,797775,35331.52,49065, 487104, 61.06
1050,CUMMINSIND,2025-11-28,4450.0,4518.6,4401.1,4470.0,4479.3,764869,34272.24,48261, 467964, 61.18
1051,CUMMINSIND,2025-12-01,4490.0,4553.2,4480.1,4533.2,4544.2,421940,19072.89,34103, 248722, 58.95
1052,CUMMINSIND,2025-12-02,4544.2,4574.0,4500.0,4504.3,4514.5,448981,20366.26,55840, 286536, 63.82
1053,CUMMINSIND,2025-12-03,4515.0,4527.0,4450.3,4515.0,4514.1,410207,18418.57,43492, 262107, 63.90
1054,CUMMINSIND,2025-12-04,4525.0,4552.5,4430.0,4453.9,4459.3,339985,15287.71,44728, 209271, 61.55
1055,CUMMINSIND,2025-12-05,4459.3,4491.3,4437.7,4457.7,4468.9,560759,25037.39,55912, 410130, 73.14
1056,CYIENT,2025-11-06,1158.9,1161.6,1139.2,1142.1,1142.2,257304,2953.04,18358, 145584, 56.58
1057,CYIENT,2025-11-07,1141.6,1144.4,1096.9,1116.0,1112.7,1638795,18148.76,47315, 936250, 57.13
1058,CYIENT,2025-11-10,1112.7,1150.0,1112.7,1143.0,1143.2,269774,3067.17,20939, 80710, 29.92
1059,CYIENT,2025-11-11,1143.2,1161.1,1128.4,1157.9,1158.5,234881,2689.95,15010, 88591, 37.72
1060,CYIENT,2025-11-12,1157.3,1176.5,1154.1,1166.5,1167.0,189671,2213.75,13612, 83686, 44.12
1061,CYIENT,2025-11-13,1167.0,1181.6,1150.9,1152.0,1153.8,265566,3101.61,16814, 129265, 48.68
1062,CYIENT,2025-11-14,1153.8,1153.8,1125.0,1133.2,1131.6,196466,2231.47,12382, 77843, 39.62
1063,CYIENT,2025-11-17,1135.0,1138.5,1120.6,1133.1,1134.2,217107,2456.93,16471, 88146, 40.60
1064,CYIENT,2025-11-18,1139.8,1140.1,1116.0,1127.9,1127.9,282931,3184.79,18375, 163257, 57.70
1065,CYIENT,2025-11-19,1130.0,1156.4,1122.0,1154.9,1152.6,359019,4119.09,20001, 127331, 35.47
1066,CYIENT,2025-11-20,1162.0,1163.0,1145.0,1148.0,1148.9,231252,2670.4,15671, 104535, 45.20
1067,CYIENT,2025-11-21,1148.0,1148.0,1118.0,1120.0,1120.2,175464,1979.91,13964, 82539, 47.04
1068,CYIENT,2025-11-24,1119.6,1134.9,1113.4,1117.0,1118.1,295259,3316.01,16245, 143993, 48.77
1069,CYIENT,2025-11-25,1118.7,1122.7,1101.1,1103.7,1103.6,298545,3312.03,17738, 140104, 46.93
1070,CYIENT,2025-11-26,1109.4,1120.7,1103.6,1118.0,1118.4,311613,3474.07,14194, 149877, 48.10
1071,CYIENT,2025-11-27,1121.6,1124.7,1109.0,1116.0,1113.3,200347,2233.12,13472, 76710, 38.29
1072,CYIENT,2025-11-28,1107.9,1127.0,1106.2,1123.0,1123.6,278398,3119.16,15356, 150561, 54.08
1073,CYIENT,2025-12-01,1130.0,1167.5,1120.0,1165.0,1163.3,667205,7664.75,23240, 367559, 55.09
1074,CYIENT,2025-12-02,1165.9,1182.0,1156.0,1180.0,1178.8,552741,6475.8,21024, 253357, 45.84
1075,CYIENT,2025-12-03,1180.0,1194.5,1166.2,1182.3,1180.6,360596,4256.41,21111, 155315, 43.07
1076,CYIENT,2025-12-04,1180.6,1193.0,1170.5,1180.2,1177.2,234386,2771.45,14376, 92509, 39.47
1077,CYIENT,2025-12-05,1182.5,1188.0,1160.6,1168.5,1169.2,374403,4405.37,18760, 173246, 46.27
1078,DABUR,2025-11-06,517.05,524.5,511.05,523.15,523.7,3911239,20355.33,53915, 1554102, 39.73
1079,DABUR,2025-11-07,522.0,522.0,512.5,519.0,518.65,1754801,9088.72,26184, 676922, 38.58
1080,DABUR,2025-11-10,520.0,521.0,512.8,515.85,515.45,1005698,5193.51,19994, 486964, 48.42
1081,DABUR,2025-11-11,515.7,521.65,512.65,519.0,519.95,1478112,7657.14,28983, 727532, 49.22
1082,DABUR,2025-11-12,519.95,524.9,516.05,521.75,522.3,2517903,13129.1,48364, 1298869, 51.59
1083,DABUR,2025-11-13,522.0,528.6,517.0,521.75,522.2,1859578,9719.96,29290, 908388, 48.85
1084,DABUR,2025-11-14,522.0,527.0,517.55,524.7,525.0,1789377,9369.78,27303, 970114, 54.22
1085,DABUR,2025-11-17,529.0,529.9,523.35,524.0,524.25,1856462,9755.32,38346, 1134870, 61.13
1086,DABUR,2025-11-18,524.2,524.25,512.5,519.55,520.85,1958068,10171.38,29800, 861209, 43.98
1087,DABUR,2025-11-19,520.85,523.55,516.6,518.0,517.55,2419687,12616.43,25570, 1599347, 66.10
1088,DABUR,2025-11-20,519.05,527.0,516.7,523.8,525.05,2956054,15474.78,51236, 1973234, 66.75
1089,DABUR,2025-11-21,525.05,525.05,514.3,516.0,515.65,2659623,13780.79,26607, 1638536, 61.61
1090,DABUR,2025-11-24,516.95,517.85,511.4,512.15,512.4,5926288,30436.94,35371, 3848053, 64.93
1091,DABUR,2025-11-25,511.4,515.45,509.0,514.1,514.4,2050235,10515.24,21109, 1293623, 63.10
1092,DABUR,2025-11-26,514.15,520.05,513.85,517.9,517.2,914828,4734.79,15212, 518131, 56.64
1093,DABUR,2025-11-27,517.25,520.5,514.75,520.25,519.15,1262843,6540.89,17857, 760904, 60.25
1094,DABUR,2025-11-28,520.45,520.45,513.45,518.6,517.4,999605,5158.71,13101, 630493, 63.07
1095,DABUR,2025-12-01,517.45,519.35,514.15,515.0,515.25,1619957,8359.73,27102, 948859, 58.57
1096,DABUR,2025-12-02,513.1,517.85,507.0,507.0,507.95,2434279,12432.99,35732, 1607478, 66.04
1097,DABUR,2025-12-03,505.15,509.05,500.8,504.8,506.0,1388012,7020.9,21739, 832995, 60.01
1098,DABUR,2025-12-04,505.15,510.25,502.55,507.65,508.1,1371715,6967.72,24282, 736206, 53.67
1099,DABUR,2025-12-05,503.25,510.8,502.35,510.5,510.1,1205977,6122.11,20672, 639015, 52.99
1100,DALBHARAT,2025-11-06,2041.9,2067.9,2040.1,2053.0,2048.8,196404,4031.18,16175, 126521, 64.42
1101,DALBHARAT,2025-11-07,2057.2,2057.2,2029.1,2042.5,2037.5,88271,1801.79,8684, 44817, 50.77
1102,DALBHARAT,2025-11-10,2036.1,2066.8,2036.1,2055.0,2055.7,102563,2110.64,11344, 58620, 57.16
1103,DALBHARAT,2025-11-11,2055.6,2064.6,2031.0,2044.6,2044.8,107488,2198.23,19514, 42075, 39.14
1104,DALBHARAT,2025-11-12,2049.0,2049.0,2020.9,2040.0,2036.2,105979,2154.1,8268, 65412, 61.72
1105,DALBHARAT,2025-11-13,2049.0,2068.4,2032.3,2048.0,2047.8,146668,3012.76,19706, 78628, 53.61
1106,DALBHARAT,2025-11-14,2045.0,2055.0,2016.6,2031.6,2032.6,86736,1767.1,9330, 35362, 40.77
1107,DALBHARAT,2025-11-17,2032.6,2044.7,2010.4,2021.0,2014.6,118127,2389.09,9550, 80644, 68.27
1108,DALBHARAT,2025-11-18,2029.6,2029.6,1983.2,1994.7,1991.0,222000,4437.28,12517, 153267, 69.04
1109,DALBHARAT,2025-11-19,1991.0,2035.1,1982.0,2020.0,2021.3,208367,4190.31,17477, 116688, 56.00
1110,DALBHARAT,2025-11-20,2020.0,2022.1,2001.4,2018.2,2012.1,133521,2683.92,16209, 83814, 62.77
1111,DALBHARAT,2025-11-21,2012.1,2019.4,1991.4,2001.3,2009.2,144157,2892.77,16174, 81737, 56.70
1112,DALBHARAT,2025-11-24,2001.1,2028.0,1986.0,2020.1,2022.8,309688,6242.69,17905, 180317, 58.23
1113,DALBHARAT,2025-11-25,2013.0,2040.0,2010.0,2012.0,2019.9,435358,8776.77,18381, 348789, 80.12
1114,DALBHARAT,2025-11-26,2002.3,2057.0,2002.3,2035.0,2026.6,140880,2853.37,7867, 86380, 61.31
1115,DALBHARAT,2025-11-27,2030.0,2030.2,1997.0,2014.2,2019.2,276084,5549.29,16562, 181583, 65.77
1116,DALBHARAT,2025-11-28,2011.0,2025.3,2000.6,2010.0,2009.4,182273,3671.52,14137, 129341, 70.96
1117,DALBHARAT,2025-12-01,2010.7,2021.7,1998.2,2010.0,2009.4,122187,2454.77,11187, 64860, 53.08
1118,DALBHARAT,2025-12-02,2015.0,2016.5,1979.1,1985.3,1986.8,137485,2740.94,16059, 70781, 51.48
1119,DALBHARAT,2025-12-03,1990.0,1999.0,1963.7,1975.5,1983.5,144072,2855.01,18371, 60407, 41.93
1120,DALBHARAT,2025-12-04,1983.5,2002.5,1971.8,1982.2,1990.3,131741,2621.58,19937, 67449, 51.20
1121,DALBHARAT,2025-12-05,1981.0,2002.4,1975.2,1995.0,1989.0,124708,2482.77,16845, 61449, 49.27
1122,DELHIVERY,2025-11-06,470.0,470.0,436.4,436.4,442.6,20671252,93158.31,145554, 10389952, 50.26
1123,DELHIVERY,2025-11-07,434.9,443.25,428.0,431.55,429.55,6553523,28491.12,69211, 2705540, 41.28
1124,DELHIVERY,2025-11-10,429.95,430.75,423.05,428.1,427.6,3333571,14237.48,37450, 1919793, 57.59
1125,DELHIVERY,2025-11-11,430.1,434.9,424.45,430.65,430.1,4395363,18880.97,29932, 2734149, 62.21
1126,DELHIVERY,2025-11-12,431.0,434.45,422.3,432.0,431.4,4033398,17329.3,32215, 2142879, 53.13
1127,DELHIVERY,2025-11-13,432.0,441.9,427.0,434.6,434.05,3731700,16261.05,38649, 1705071, 45.69
1128,DELHIVERY,2025-11-14,434.05,439.85,433.1,437.4,436.4,1449477,6325.92,17447, 673057, 46.43
1129,DELHIVERY,2025-11-17,437.15,443.45,436.6,440.2,440.1,1277411,5631.45,18841, 595489, 46.62
1130,DELHIVERY,2025-11-18,439.95,440.1,427.4,436.3,435.85,2184154,9475.11,26994, 1094222, 50.10
1131,DELHIVERY,2025-11-19,435.5,442.8,433.3,436.0,436.0,1730332,7581.37,21533, 892130, 51.56
1132,DELHIVERY,2025-11-20,436.0,437.3,425.0,428.0,426.0,1284089,5508.16,18630, 691745, 53.87
1133,DELHIVERY,2025-11-21,425.0,425.9,415.65,417.9,418.4,2415231,10138.4,26205, 1266955, 52.46
1134,DELHIVERY,2025-11-24,418.0,418.3,404.35,406.0,405.85,6662176,27161.46,51097, 4637602, 69.61
1135,DELHIVERY,2025-11-25,404.05,414.45,403.2,414.0,410.65,3134101,12800.7,34476, 1857405, 59.26
1136,DELHIVERY,2025-11-26,411.25,420.5,410.9,419.0,419.4,1423515,5953.36,16957, 537542, 37.76
1137,DELHIVERY,2025-11-27,419.45,426.9,415.95,424.8,425.25,1455614,6134.38,30250, 698459, 47.98
1138,DELHIVERY,2025-11-28,425.7,428.35,420.9,426.0,426.2,1761233,7491.15,16902, 1152485, 65.44
1139,DELHIVERY,2025-12-01,426.35,433.75,416.65,418.95,417.6,1770983,7532.6,33397, 836838, 47.25
1140,DELHIVERY,2025-12-02,416.95,417.95,407.6,408.65,409.1,2601047,10706.96,29298, 1203602, 46.27
1141,DELHIVERY,2025-12-03,409.85,410.4,399.55,401.0,401.95,1786771,7197.48,19772, 951642, 53.26
1142,DELHIVERY,2025-12-04,400.0,403.7,397.35,403.0,401.6,1276192,5116.41,26507, 734491, 57.55
1143,DELHIVERY,2025-12-05,401.4,408.25,398.25,405.65,404.6,2152693,8694.24,26511, 1290123, 59.93
1144,DIVISLAB,2025-11-06,6792.5,6904.5,6764.0,6875.0,6883.5,721954,49391.61,56418, 370340, 51.30
1145,DIVISLAB,2025-11-07,6874.5,6892.0,6601.5,6607.0,6656.5,855609,57601.62,82443, 203500, 23.78
1146,DIVISLAB,2025-11-10,6700.0,6748.0,6636.5,6706.0,6691.5,418569,27987.06,41074, 202378, 48.35
1147,DIVISLAB,2025-11-11,6711.0,6725.0,6489.0,6528.0,6539.5,388972,25472.22,50860, 177491, 45.63
1148,DIVISLAB,2025-11-12,6570.5,6574.5,6481.0,6520.0,6520.0,476290,31039.73,41433, 305093, 64.06
1149,DIVISLAB,2025-11-13,6525.5,6645.0,6473.0,6600.0,6593.5,397401,26038.37,41142, 192572, 48.46
1150,DIVISLAB,2025-11-14,6584.0,6632.0,6481.0,6520.0,6511.5,147365,9664.76,19437, 63029, 42.77
1151,DIVISLAB,2025-11-17,6528.0,6559.0,6476.0,6546.0,6518.5,242726,15814.03,30400, 127088, 52.36
1152,DIVISLAB,2025-11-18,6485.0,6552.0,6456.0,6470.5,6473.5,162830,10576.56,18380, 62467, 38.36
1153,DIVISLAB,2025-11-19,6510.0,6512.0,6434.0,6443.0,6454.0,128134,8279.65,22887, 51684, 40.34
1154,DIVISLAB,2025-11-20,6495.0,6497.5,6433.0,6470.0,6462.5,114162,7373.78,21848, 48966, 42.89
1155,DIVISLAB,2025-11-21,6462.0,6462.0,6355.5,6360.0,6373.0,130843,8373.8,18316, 63575, 48.59
1156,DIVISLAB,2025-11-24,6364.0,6382.5,6322.0,6375.0,6359.0,393803,25021.19,38604, 267957, 68.04
1157,DIVISLAB,2025-11-25,6355.0,6443.0,6341.0,6410.0,6412.0,179873,11507.99,23201, 74044, 41.16
1158,DIVISLAB,2025-11-26,6417.5,6530.0,6411.5,6525.0,6510.0,126970,8242.15,15917, 62772, 49.44
1159,DIVISLAB,2025-11-27,6514.5,6542.0,6451.0,6498.0,6490.5,95681,6210.33,17187, 37138, 38.81
1160,DIVISLAB,2025-11-28,6500.0,6568.0,6434.5,6461.5,6477.0,250130,16175.17,27940, 146570, 58.60
1161,DIVISLAB,2025-12-01,6500.5,6524.5,6404.5,6419.5,6422.5,100192,6460.5,17137, 52471, 52.37
1162,DIVISLAB,2025-12-02,6400.5,6453.5,6370.5,6401.5,6417.5,151910,9739.09,22149, 91844, 60.46
1163,DIVISLAB,2025-12-03,6419.5,6467.5,6342.5,6460.0,6455.0,278865,17928.36,36952, 188866, 67.73
1164,DIVISLAB,2025-12-04,6455.0,6492.5,6413.0,6413.0,6469.0,200558,12975.39,19816, 141873, 70.74
1165,DIVISLAB,2025-12-05,6467.0,6486.5,6394.5,6486.0,6473.5,148911,9600.53,22857, 75978, 51.02
1166,DIXON,2025-11-06,15257.0,15324.0,15050.0,15090.0,15079.0,229915,34820.06,58751, 134146, 58.35
1167,DIXON,2025-11-07,15000.0,15061.0,14671.0,14850.0,14849.0,302050,44900.07,59937, 129467, 42.86
1168,DIXON,2025-11-10,14875.0,15006.0,14710.0,14915.0,14867.0,252744,37557.68,45000, 134698, 53.29
1169,DIXON,2025-11-11,14910.0,15153.0,14760.0,15125.0,15094.0,183854,27473.61,31267, 67175, 36.54
1170,DIXON,2025-11-12,15155.0,15369.0,15054.0,15300.0,15307.0,260843,39683.27,49439, 122373, 46.91
1171,DIXON,2025-11-13,15383.0,15579.0,15227.0,15330.0,15323.0,244819,37789.04,46970, 84492, 34.51
1172,DIXON,2025-11-14,15299.0,15570.0,15232.0,15440.0,15419.0,254561,39305.12,35954, 122621, 48.17
1173,DIXON,2025-11-17,15520.0,15698.0,15353.0,15697.0,15641.0,232740,36263.42,45056, 102996, 44.25
1174,DIXON,2025-11-18,15700.0,15771.0,15501.0,15707.0,15697.0,190994,29932.88,35537, 83184, 43.55
1175,DIXON,2025-11-19,15697.0,15775.0,15366.0,15430.0,15540.0,178897,27993.98,35429, 93719, 52.39
1176,DIXON,2025-11-20,15600.0,15600.0,15264.0,15300.0,15313.0,204503,31474.18,38974, 104358, 51.03
1177,DIXON,2025-11-21,15310.0,15310.0,14921.0,14949.0,14965.0,207477,31228.9,44312, 99670, 48.04
1178,DIXON,2025-11-24,14965.0,14990.0,14599.0,14640.0,14669.0,266515,39314.97,45862, 167492, 62.85
1179,DIXON,2025-11-25,14662.0,14797.0,14380.0,14398.0,14401.0,257302,37416.51,54904, 115684, 44.96
1180,DIXON,2025-11-26,14473.0,14877.0,14374.0,14800.0,14825.0,286601,42207.66,49499, 110471, 38.55
1181,DIXON,2025-11-27,14860.0,14890.0,14535.0,14629.0,14643.0,151098,22204.59,30508, 55431, 36.69
1182,DIXON,2025-11-28,14668.0,14708.0,14511.0,14618.0,14601.0,137276,20042.16,30623, 59858, 43.60
1183,DIXON,2025-12-01,14739.0,14739.0,14485.0,14554.0,14566.0,233233,33981.27,44177, 145125, 62.22
1184,DIXON,2025-12-02,14554.0,14620.0,14458.0,14490.0,14494.0,149204,21671.14,30260, 73137, 49.02
1185,DIXON,2025-12-03,14494.0,14500.0,13980.0,14045.0,14018.0,348161,49194.5,65718, 179901, 51.67
