,SYMBOL,DATE1,OPEN_PRICE,HIGH_PRICE,LOW_PRICE,LAST_PRICE,CLOSE_PRICE,TTL_TRD_QNTY,TURNOVER_LACS,NO_OF_TRADES,DELIV_QTY,DELIV_PER
1849,IDEA,2025-11-07,9.27,9.73,9.2,9.61,9.61,1075464880,102399.01,248082, 189044462, 17.58
1850,IDEA,2025-11-10,9.62,9.74,9.48,9.53,9.5,536169122,51451.83,180568, 139732814, 26.06
1851,IDEA,2025-11-11,9.76,10.33,9.62,10.19,10.24,1962002935,197669.43,397058, 419876515, 21.40
1852,IDEA,2025-11-12,10.18,10.45,10.08,10.34,10.37,1099737578,113242.57,276674, 189542939, 17.24
1853,IDEA,2025-11-13,10.3,10.78,10.27,10.49,10.47,1391134349,146836.76,279048, 301819169, 21.70
1854,IDEA,2025-11-14,10.51,11.08,10.47,10.95,10.94,1251394246,136155.86,300998, 225573144, 18.03
1855,IDEA,2025-11-17,11.04,11.06,10.73,10.93,10.93,911862078,99533.4,241427, 175887166, 19.29
1856,IDEA,2025-11-18,10.95,11.01,10.71,10.75,10.74,612682675,66385.77,187464, 119987344, 19.58
1857,IDEA,2025-11-19,10.75,10.89,10.58,10.68,10.69,628320485,67332.08,157659, 98387399, 15.66
1858,IDEA,2025-11-20,10.77,10.83,10.14,10.18,10.17,867840425,90177.35,217977, 185683599, 21.40
1859,IDEA,2025-11-21,10.2,10.29,9.92,10.06,9.97,746331633,75394.76,184055, 161445999, 21.63
1860,IDEA,2025-11-24,10.05,10.33,9.95,9.98,9.98,675154759,68296.21,206657, 148903910, 22.05
1861,IDEA,2025-11-25,10.02,10.17,9.94,10.11,10.05,564921465,56801.81,123204, 87385493, 15.47
1862,IDEA,2025-11-26,10.11,10.29,10.05,10.12,10.08,392221239,39780.91,133796, 63266103, 16.13
1863,IDEA,2025-11-27,10.16,10.29,10.04,10.1,10.11,619942440,62976.88,138588, 77964261, 12.58
1864,IDEA,2025-11-28,10.14,10.14,9.93,9.97,9.96,456014352,45754.4,103184, 99853161, 21.90
1865,IDEA,2025-12-01,10.0,10.25,9.75,9.99,9.93,786869606,78980.58,179024, 156593766, 19.90
1866,IDEA,2025-12-02,10.2,10.32,10.08,10.17,10.13,649396924,66063.79,150545, 140123537, 21.58
1867,IDEA,2025-12-03,10.15,10.6,10.12,10.57,10.55,1176128408,123001.44,276819, 187851784, 15.97
1868,IDEA,2025-12-04,10.63,10.74,10.1,10.69,10.68,1200283194,126205.3,231860, 219982248, 18.33
1869,IDEA,2025-12-05,10.57,10.86,10.4,10.78,10.8,983988262,105055.35,188727, 176965989, 17.98
1870,IDFCFIRSTB,2025-11-06,80.74,81.42,79.69,80.25,80.37,34775868,28000.24,82832, 22714835, 65.32
1871,IDFCFIRSTB,2025-11-07,80.0,81.75,78.72,81.32,81.47,37744566,30317.53,132329, 19079516, 50.55
1872,IDFCFIRSTB,2025-11-10,81.48,82.24,80.83,81.09,81.21,26774744,21798.1,99029, 14604878, 54.55
1873,IDFCFIRSTB,2025-11-11,81.2,81.44,79.73,80.64,80.69,24238594,19507.69,73872, 14933979, 61.61
1874,IDFCFIRSTB,2025-11-12,80.94,82.11,80.55,81.49,81.58,27920019,22727.92,81092, 17573797, 62.94
1875,IDFCFIRSTB,2025-11-13,81.58,81.69,79.76,79.85,80.0,15615815,12597.33,54013, 9141429, 58.54
1876,IDFCFIRSTB,2025-11-14,80.0,81.0,79.75,80.54,80.43,16081514,12931.93,55408, 7373161, 45.85
1877,IDFCFIRSTB,2025-11-17,81.01,82.55,80.82,80.95,81.01,30289861,24717.11,85163, 13480498, 44.50
1878,IDFCFIRSTB,2025-11-18,80.99,81.31,79.86,80.0,80.11,21603623,17422.74,66115, 12522388, 57.96
1879,IDFCFIRSTB,2025-11-19,80.0,80.19,78.8,79.49,79.61,24234217,19297.27,79232, 12971704, 53.53
1880,IDFCFIRSTB,2025-11-20,79.61,80.1,78.76,78.95,78.93,17097170,13560.99,56196, 6640004, 38.84
1881,IDFCFIRSTB,2025-11-21,78.93,79.22,78.05,78.29,78.33,14859148,11679.52,85045, 7914168, 53.26
1882,IDFCFIRSTB,2025-11-24,78.33,78.75,77.5,77.7,77.97,30982266,24202.43,82375, 22575399, 72.87
1883,IDFCFIRSTB,2025-11-25,77.9,79.6,77.74,79.33,79.35,17823182,14091.04,60627, 8456427, 47.45
1884,IDFCFIRSTB,2025-11-26,79.51,80.76,79.5,80.38,80.37,17479553,14056.23,82693, 8354703, 47.80
1885,IDFCFIRSTB,2025-11-27,80.38,81.3,79.82,80.75,80.5,31427073,25295.81,116216, 16966430, 53.99
1886,IDFCFIRSTB,2025-11-28,80.75,80.77,79.9,80.2,80.13,14855394,11910.89,75824, 9396286, 63.25
1887,IDFCFIRSTB,2025-12-01,80.49,81.04,79.96,80.55,80.71,21543164,17373.6,69779, 13643256, 63.33
1888,IDFCFIRSTB,2025-12-02,80.55,82.29,80.55,81.98,81.98,39182438,32104.16,96825, 21059920, 53.75
1889,IDFCFIRSTB,2025-12-03,81.98,82.35,79.85,80.6,80.58,23829154,19245.87,77241, 11764776, 49.37
1890,IDFCFIRSTB,2025-12-04,80.27,80.9,79.72,79.88,79.88,11925167,9572.05,52214, 6108861, 51.23
1891,IDFCFIRSTB,2025-12-05,79.88,81.36,79.62,80.86,80.87,16411050,13246.91,57571, 6540287, 39.85
1892,IEX,2025-11-06,138.15,140.0,135.64,138.1,138.14,6201879,8523.45,33104, 2942678, 47.45
1893,IEX,2025-11-07,137.5,140.57,136.17,139.1,138.96,8004546,11168.76,41062, 3652186, 45.63
1894,IEX,2025-11-10,139.65,140.8,138.85,139.5,139.58,3498788,4895.93,29553, 1281008, 36.61
1895,IEX,2025-11-11,140.0,140.04,137.56,139.45,139.34,3851447,5341.86,30329, 1713149, 44.48
1896,IEX,2025-11-12,139.46,139.98,138.75,139.54,139.43,2775641,3869.18,25011, 1253466, 45.16
1897,IEX,2025-11-13,139.6,140.3,138.25,138.44,138.45,3261261,4547.28,25813, 1388308, 42.57
1898,IEX,2025-11-14,138.45,138.8,136.57,137.75,137.55,2461071,3386.51,32158, 1237596, 50.29
1899,IEX,2025-11-17,137.7,139.44,137.42,137.88,137.55,3264778,4508.14,25519, 1784944, 54.67
1900,IEX,2025-11-18,137.61,138.26,136.4,136.78,136.65,1926629,2638.48,16280, 799210, 41.48
1901,IEX,2025-11-19,136.73,137.25,135.01,137.17,137.11,3528588,4805.7,27098, 1448197, 41.04
1902,IEX,2025-11-20,137.5,143.73,137.3,142.86,143.13,24915170,35236.64,101714, 9057027, 36.35
1903,IEX,2025-11-21,143.0,145.19,140.48,140.89,141.12,9713151,13839.11,48626, 2612652, 26.90
1904,IEX,2025-11-24,141.79,142.05,140.0,140.0,140.29,4973886,7005.6,28066, 2555432, 51.38
1905,IEX,2025-11-25,140.29,142.3,139.8,140.25,140.24,4477483,6309.18,23172, 1763011, 39.38
1906,IEX,2025-11-26,140.4,142.94,140.0,141.77,141.76,3500889,4971.99,19715, 1519787, 43.41
1907,IEX,2025-11-27,141.77,142.0,140.0,140.75,140.9,4094515,5771.8,28665, 1664233, 40.65
1908,IEX,2025-11-28,141.0,143.0,137.77,139.75,139.29,11180306,15659.39,61509, 4044635, 36.18
1909,IEX,2025-12-01,140.0,147.75,139.92,147.0,146.7,32323758,47213.41,141489, 9253989, 28.63
1910,IEX,2025-12-02,146.46,150.53,145.09,148.35,148.54,16665166,24720.31,72262, 6307039, 37.85
1911,IEX,2025-12-03,148.8,149.38,145.7,148.9,148.89,9229144,13668.36,54621, 3962568, 42.94
1912,IEX,2025-12-04,151.0,151.76,147.14,147.66,147.93,12842838,19158.63,64721, 4326880, 33.69
1913,IEX,2025-12-05,147.1,148.47,144.41,145.63,145.31,3946371,5759.18,28835, 1233551, 31.26
1914,IGL,2025-11-06,214.0,214.83,209.87,210.7,211.06,1094359,2315.77,19210, 584581, 53.42
1915,IGL,2025-11-07,211.8,213.28,209.02,212.44,212.0,843889,1781.91,17347, 321047, 38.04
1916,IGL,2025-11-10,212.48,213.2,208.2,208.6,208.99,1562680,3287.16,23322, 811301, 51.92
1917,IGL,2025-11-11,209.0,218.38,207.58,208.8,208.29,5913745,12533.77,52351, 1579210, 26.70
1918,IGL,2025-11-12,209.32,212.19,207.0,209.74,210.23,3150966,6606.61,29636, 1311317, 41.62
1919,IGL,2025-11-13,208.0,216.65,205.1,214.53,215.02,7541221,16107.18,60883, 2324897, 30.83
1920,IGL,2025-11-14,213.5,216.84,211.87,212.46,212.66,4135977,8827.76,27163, 2206399, 53.35
1921,IGL,2025-11-17,214.0,216.5,210.0,211.49,211.46,2567513,5447.18,24900, 1252042, 48.76
1922,IGL,2025-11-18,213.0,213.0,208.27,208.35,208.58,2116427,4431.46,23392, 1295241, 61.20
1923,IGL,2025-11-19,208.8,209.45,205.0,206.44,206.56,2381009,4917.93,24909, 1057804, 44.43
1924,IGL,2025-11-20,206.21,206.71,203.5,203.78,204.06,2738618,5608.44,31418, 1154162, 42.14
1925,IGL,2025-11-21,204.0,204.55,200.4,201.01,201.4,1919966,3876.8,26589, 1075314, 56.01
1926,IGL,2025-11-24,201.2,206.95,195.5,196.07,198.99,5148072,10420.36,38328, 2297645, 44.63
1927,IGL,2025-11-25,198.0,199.9,194.0,194.2,194.85,6929093,13587.48,41992, 4651846, 67.13
1928,IGL,2025-11-26,196.4,199.48,195.9,199.35,199.23,1416640,2804.45,15141, 576407, 40.69
1929,IGL,2025-11-27,199.98,201.4,196.55,197.77,197.72,981537,1949.89,16053, 419933, 42.78
1930,IGL,2025-11-28,198.11,205.49,198.11,199.38,199.38,7128715,14434.73,59580, 2119630, 29.73
1931,IGL,2025-12-01,199.0,200.99,197.5,198.7,198.92,1114113,2215.45,17254, 531752, 47.73
1932,IGL,2025-12-02,198.81,200.23,197.55,198.0,198.43,987140,1964.47,15543, 478641, 48.49
1933,IGL,2025-12-03,198.43,198.64,191.0,193.35,192.68,2058068,3980.63,31833, 1008974, 49.03
1934,IGL,2025-12-04,192.5,195.45,192.0,193.5,193.71,1114938,2164.7,22242, 478177, 42.89
1935,IGL,2025-12-05,193.02,194.7,191.15,191.85,191.8,965306,1859.83,22341, 450231, 46.64
1936,IIFL,2025-11-06,539.25,539.4,518.25,518.65,520.75,1351016,7102.95,32778, 517842, 38.33
1937,IIFL,2025-11-07,520.0,535.05,516.25,525.7,526.3,1484837,7802.24,30176, 670959, 45.19
1938,IIFL,2025-11-10,529.0,544.0,524.5,542.3,541.9,1627548,8752.11,33529, 488779, 30.03
1939,IIFL,2025-11-11,544.0,548.7,538.05,540.5,540.75,1213563,6593.18,29772, 520423, 42.88
1940,IIFL,2025-11-12,543.9,544.8,534.2,540.0,540.35,566485,3055.91,15975, 221114, 39.03
1941,IIFL,2025-11-13,541.0,543.8,536.4,536.45,537.65,396119,2138.71,12627, 140853, 35.56
1942,IIFL,2025-11-14,540.0,558.0,539.95,547.75,547.3,3473801,19159.75,64282, 1120515, 32.26
1943,IIFL,2025-11-17,551.0,562.65,545.3,561.25,561.6,2078258,11569.74,42817, 750989, 36.14
1944,IIFL,2025-11-18,561.9,567.0,550.8,563.8,565.15,2048417,11495.74,36477, 727314, 35.51
1945,IIFL,2025-11-19,565.9,565.9,556.4,558.0,557.55,864945,4839.92,20234, 344031, 39.77
1946,IIFL,2025-11-20,557.1,559.1,542.2,546.7,544.75,1182228,6494.92,26726, 466802, 39.48
1947,IIFL,2025-11-21,546.0,548.5,538.2,541.1,540.0,875800,4759.86,18517, 349462, 39.90
1948,IIFL,2025-11-24,541.0,551.1,532.35,534.6,536.8,1049730,5703.26,23280, 486610, 46.36
1949,IIFL,2025-11-25,538.0,559.2,538.0,559.0,557.4,2234817,12321.22,43447, 833616, 37.30
1950,IIFL,2025-11-26,560.0,577.5,557.05,569.5,570.75,3045743,17378.68,42659, 1148637, 37.71
1951,IIFL,2025-11-27,572.5,576.3,565.3,570.55,568.8,871320,4972.63,20773, 276446, 31.73
1952,IIFL,2025-11-28,570.8,581.1,568.15,580.0,578.7,1817250,10480.49,37137, 823943, 45.34
1953,IIFL,2025-12-01,581.05,592.8,579.0,585.15,587.45,2050694,12038.24,34938, 565793, 27.59
1954,IIFL,2025-12-02,587.0,587.45,578.05,580.95,580.75,697398,4064.92,21206, 276346, 39.63
1955,IIFL,2025-12-03,580.75,582.25,567.45,575.0,574.4,1191236,6845.78,29671, 531511, 44.62
1956,IIFL,2025-12-04,571.9,579.5,565.05,567.4,566.35,438498,2507.2,16147, 154334, 35.20
1957,IIFL,2025-12-05,561.0,571.55,558.55,568.35,569.35,746311,4226.04,21102, 300936, 40.32
1958,INDHOTEL,2025-11-06,715.0,738.3,694.05,697.0,697.0,12158028,86136.68,165135, 6880918, 56.60
1959,INDHOTEL,2025-11-07,697.0,698.75,672.6,691.65,691.3,5546394,38016.44,77350, 3326722, 59.98
1960,INDHOTEL,2025-11-10,691.3,707.5,690.35,703.0,703.8,2938488,20618.82,59780, 2029646, 69.07
1961,INDHOTEL,2025-11-11,703.8,703.8,692.65,698.3,697.75,3758087,26213.96,64627, 2585938, 68.81
1962,INDHOTEL,2025-11-12,700.0,708.35,698.65,708.05,706.95,4614524,32540.06,50167, 3604555, 78.11
1963,INDHOTEL,2025-11-13,706.95,720.35,705.0,718.0,717.7,4914713,35241.3,65953, 3534744, 71.92
1964,INDHOTEL,2025-11-14,712.0,724.0,712.0,720.35,720.8,3854104,27681.02,60815, 2706291, 70.22
1965,INDHOTEL,2025-11-17,725.0,725.0,716.85,723.4,722.3,3247761,23394.54,81060, 2210796, 68.07
1966,INDHOTEL,2025-11-18,725.0,725.0,710.6,713.5,712.75,3166341,22657.63,52888, 2410933, 76.14
1967,INDHOTEL,2025-11-19,708.05,723.35,708.05,719.35,719.55,2796978,20064.77,70916, 1862869, 66.60
1968,INDHOTEL,2025-11-20,722.4,741.0,719.1,732.2,733.35,4075549,29881.12,92037, 2068409, 50.75
1969,INDHOTEL,2025-11-21,732.0,739.25,729.0,734.0,733.2,2739967,20111.48,51968, 1918191, 70.01
1970,INDHOTEL,2025-11-24,738.0,738.0,716.7,718.0,721.15,6950166,50227.32,116718, 5187856, 74.64
1971,INDHOTEL,2025-11-25,720.0,728.15,717.95,726.0,726.5,3835430,27798.58,53947, 2803387, 73.09
1972,INDHOTEL,2025-11-26,728.15,735.5,724.05,732.0,731.4,1350259,9878.09,34342, 720930, 53.39
1973,INDHOTEL,2025-11-27,731.0,740.0,727.4,734.4,735.0,1862591,13704.41,60733, 1057540, 56.78
1974,INDHOTEL,2025-11-28,738.0,748.75,734.2,744.45,744.3,3897542,29017.86,54990, 2554364, 65.54
1975,INDHOTEL,2025-12-01,750.0,752.45,744.4,749.0,749.05,2237313,16761.48,44133, 1464942, 65.48
1976,INDHOTEL,2025-12-02,749.0,754.0,740.3,742.55,742.5,2514236,18748.99,82686, 1821604, 72.45
1977,INDHOTEL,2025-12-03,740.0,746.15,730.85,735.95,734.6,1513825,11164.58,41715, 853593, 56.39
1978,INDHOTEL,2025-12-04,734.0,738.2,728.55,729.0,729.55,1536712,11249.4,49700, 1074419, 69.92
1979,INDHOTEL,2025-12-05,725.55,740.75,725.55,731.0,730.9,2253909,16513.47,48805, 1366294, 60.62
1980,INDIANB,2025-11-06,874.1,879.75,863.6,864.0,865.8,1796714,15620.49,81535, 952973, 53.04
1981,INDIANB,2025-11-07,864.0,876.0,850.0,873.95,873.95,1350893,11673.98,44553, 590216, 43.69
1982,INDIANB,2025-11-10,878.95,883.0,868.75,875.55,876.35,1194841,10445.74,29406, 527518, 44.15
1983,INDIANB,2025-11-11,880.55,880.55,855.35,869.15,867.9,1188117,10307.07,50594, 550261, 46.31
1984,INDIANB,2025-11-12,872.9,876.85,861.65,865.55,867.5,1129627,9819.45,48637, 626180, 55.43
1985,INDIANB,2025-11-13,867.5,873.3,859.0,870.3,869.45,882359,7661.99,26536, 374724, 42.47
1986,INDIANB,2025-11-14,868.05,873.9,862.0,869.05,868.45,1111820,9640.56,43370, 577973, 51.98
1987,INDIANB,2025-11-17,873.0,891.5,872.05,891.3,890.15,2172112,19254.17,44358, 966241, 44.48
1988,INDIANB,2025-11-18,893.7,894.85,884.0,888.0,886.9,1190105,10574.08,32807, 630398, 52.97
1989,INDIANB,2025-11-19,890.95,890.95,879.4,885.2,885.55,1494789,13228.21,39614, 844941, 56.53
1990,INDIANB,2025-11-20,891.8,893.9,880.0,883.9,882.35,886425,7866.09,19858, 449898, 50.75
1991,INDIANB,2025-11-21,882.35,883.0,850.2,853.7,851.8,1754260,15120.02,79614, 1091462, 62.22
1992,INDIANB,2025-11-24,851.8,863.6,851.8,853.35,854.75,1171441,10053.18,38899, 593713, 50.68
1993,INDIANB,2025-11-25,855.95,878.95,855.95,873.5,873.1,1591077,13807.29,69161, 738257, 46.40
1994,INDIANB,2025-11-26,875.0,892.4,871.6,886.75,886.75,1680454,14877.69,57088, 755121, 44.94
1995,INDIANB,2025-11-27,891.35,891.35,856.95,866.5,865.9,1931736,16755.91,69355, 919921, 47.62
1996,INDIANB,2025-11-28,870.0,874.0,865.0,870.0,870.25,1306456,11366.97,42412, 731349, 55.98
1997,INDIANB,2025-12-01,875.0,890.0,872.25,887.0,887.35,1272103,11264.99,49231, 525901, 41.34
1998,INDIANB,2025-12-02,888.9,889.8,856.1,859.4,859.45,2825373,24559.56,97607, 1376264, 48.71
1999,INDIANB,2025-12-03,864.0,864.0,803.55,812.0,812.8,7081168,57755.42,265593, 2793697, 39.45
2000,INDIANB,2025-12-04,812.8,819.0,800.5,804.8,802.6,2081606,16826.15,70133, 968903, 46.55
2001,INDIANB,2025-12-05,802.6,825.0,800.6,807.6,808.95,3550963,28908.89,113084, 1278019, 35.99
2002,INDIGO,2025-11-06,5750.0,5833.5,5679.5,5684.0,5693.0,2249415,129297.08,153234, 1223831, 54.41
2003,INDIGO,2025-11-07,5689.5,5689.5,5569.0,5604.5,5583.5,795267,44623.14,77085, 547185, 68.81
2004,INDIGO,2025-11-10,5604.0,5640.0,5541.0,5586.0,5588.5,983156,55019.13,93642, 708417, 72.06
2005,INDIGO,2025-11-11,5624.0,5799.5,5597.0,5787.0,5782.5,959131,54854.57,81481, 563402, 58.74
2006,INDIGO,2025-11-12,5790.0,5824.5,5752.0,5790.0,5795.5,695865,40332.04,54799, 486763, 69.95
2007,INDIGO,2025-11-13,5838.0,5938.0,5811.0,5911.0,5905.5,1250921,73832.71,99863, 822921, 65.79
2008,INDIGO,2025-11-14,5900.0,5935.0,5864.0,5895.0,5908.5,643970,37953.72,63957, 443329, 68.84
2009,INDIGO,2025-11-17,5900.0,5905.0,5839.5,5878.0,5873.0,608336,35703.13,63281, 427228, 70.23
2010,INDIGO,2025-11-18,5876.0,5888.5,5733.5,5758.5,5739.5,906483,52282.52,71780, 621258, 68.53
2011,INDIGO,2025-11-19,5712.0,5773.0,5674.0,5768.0,5758.5,784194,44874.42,55339, 540663, 68.95
2012,INDIGO,2025-11-20,5761.5,5836.0,5750.0,5800.0,5785.5,429193,24892.86,36488, 262308, 61.12
2013,INDIGO,2025-11-21,5785.0,5873.5,5755.0,5835.0,5843.5,410054,23912.54,38360, 181798, 44.34
2014,INDIGO,2025-11-24,5953.0,5970.0,5785.0,5805.5,5805.5,1224537,71608.28,71366, 663738, 54.20
2015,INDIGO,2025-11-25,5805.5,5805.5,5750.0,5770.0,5775.0,478426,27630.81,56289, 271828, 56.82
2016,INDIGO,2025-11-26,5799.0,5923.0,5781.0,5905.0,5913.0,520063,30610.91,47543, 341838, 65.73
2017,INDIGO,2025-11-27,5913.0,5959.0,5886.5,5921.5,5919.0,472382,27976.34,56813, 310437, 65.72
2018,INDIGO,2025-11-28,5922.0,5936.5,5885.0,5903.0,5901.5,273162,16128.11,37356, 200109, 73.26
2019,INDIGO,2025-12-01,5890.0,5916.5,5763.0,5772.5,5794.0,586223,34137.89,75022, 394662, 67.32
2020,INDIGO,2025-12-02,5792.0,5805.5,5680.0,5700.0,5697.5,1179053,67405.48,74234, 807916, 68.52
2021,INDIGO,2025-12-03,5675.0,5694.0,5570.5,5599.0,5595.5,1062464,59651.28,50186, 703598, 66.22
2022,INDIGO,2025-12-04,5520.0,5573.0,5397.0,5461.5,5436.5,4118078,225914.5,262085, 2481784, 60.27
2023,INDIGO,2025-12-05,5406.0,5475.0,5265.0,5367.5,5370.5,6700523,358716.47,345740, 3316613, 49.50
2024,INDUSINDBK,2025-11-06,791.0,797.5,777.35,786.55,786.2,2640541,20759.15,51742, 1147075, 43.44
2025,INDUSINDBK,2025-11-07,782.15,801.95,779.1,797.05,797.25,2079256,16452.04,33393, 1020231, 49.07
2026,INDUSINDBK,2025-11-10,791.0,807.8,791.0,797.0,799.35,1894738,15160.17,39320, 961263, 50.73
2027,INDUSINDBK,2025-11-11,799.7,828.2,792.8,828.0,826.1,7150449,58641.72,117860, 2836222, 39.66
2028,INDUSINDBK,2025-11-12,830.05,873.0,827.0,861.5,864.4,11714519,100312.62,147424, 4567293, 38.99
2029,INDUSINDBK,2025-11-13,862.0,892.35,859.05,863.4,863.45,9325204,81662.26,136126, 3766545, 40.39
2030,INDUSINDBK,2025-11-14,864.0,872.0,845.85,848.35,848.25,4460991,38218.65,93390, 1797590, 40.30
2031,INDUSINDBK,2025-11-17,852.0,861.75,838.5,854.05,854.05,4019335,34279.75,64960, 1738320, 43.25
2032,INDUSINDBK,2025-11-18,854.05,858.5,845.05,847.8,847.95,1958051,16650.17,36259, 1040149, 53.12
2033,INDUSINDBK,2025-11-19,850.0,850.3,836.3,840.0,839.6,2317710,19506.0,39143, 1154318, 49.80
2034,INDUSINDBK,2025-11-20,844.0,844.0,827.5,829.75,829.4,5136903,42809.75,73546, 3280853, 63.87
2035,INDUSINDBK,2025-11-21,832.2,856.8,830.55,846.0,846.55,7304707,61703.62,113258, 3109200, 42.56
2036,INDUSINDBK,2025-11-24,847.1,857.5,832.55,835.0,836.05,5082933,42869.73,72632, 2916356, 57.38
2037,INDUSINDBK,2025-11-25,836.05,844.9,829.05,842.5,839.9,3021941,25296.32,57064, 1448055, 47.92
2038,INDUSINDBK,2025-11-26,844.9,858.7,841.0,849.95,850.7,2939823,25067.05,63886, 1482599, 50.43
2039,INDUSINDBK,2025-11-27,853.0,863.75,846.55,857.1,857.45,3016014,25800.51,84761, 1389974, 46.09
2040,INDUSINDBK,2025-11-28,859.65,863.0,851.5,858.1,858.55,2901007,24877.32,66685, 1395653, 48.11
2041,INDUSINDBK,2025-12-01,860.0,862.4,842.65,845.45,847.15,3019328,25668.4,64965, 1843832, 61.07
2042,INDUSINDBK,2025-12-02,847.15,860.5,845.4,850.95,850.3,2674933,22768.33,47641, 1805086, 67.48
2043,INDUSINDBK,2025-12-03,854.0,856.3,841.35,844.6,846.9,2063761,17505.75,41693, 1056327, 51.18
2044,INDUSINDBK,2025-12-04,846.0,873.0,842.9,861.1,863.0,4259999,36824.5,81553, 1917844, 45.02
2045,INDUSINDBK,2025-12-05,863.65,874.4,856.1,869.75,870.1,3377823,29214.4,91700, 1566715, 46.38
2046,INDUSTOWER,2025-11-06,391.9,404.85,386.6,399.0,398.3,14237144,56774.17,139326, 7909539, 55.56
2047,INDUSTOWER,2025-11-07,396.5,404.8,391.0,400.0,400.8,6409878,25706.46,81720, 3620614, 56.48
2048,INDUSTOWER,2025-11-10,400.45,402.4,397.65,398.9,398.75,2465473,9848.75,42748, 1296258, 52.58
2049,INDUSTOWER,2025-11-11,402.0,404.9,395.95,400.9,400.6,4964281,19866.41,52434, 2627717, 52.93
2050,INDUSTOWER,2025-11-12,401.35,410.7,400.1,406.0,406.95,8054895,32755.54,133486, 5010276, 62.20
2051,INDUSTOWER,2025-11-13,406.0,414.0,405.55,408.0,407.85,5069406,20788.56,51594, 2852478, 56.27
2052,INDUSTOWER,2025-11-14,405.9,414.0,405.15,413.95,412.35,4523897,18592.19,65102, 2446207, 54.07
2053,INDUSTOWER,2025-11-17,413.7,413.7,408.25,409.5,410.15,2866155,11766.28,47811, 1767901, 61.68
2054,INDUSTOWER,2025-11-18,411.0,411.7,400.85,404.5,402.2,7797153,31555.28,66682, 5556333, 71.26
2055,INDUSTOWER,2025-11-19,402.0,405.9,399.9,404.2,403.25,4630031,18681.67,57795, 3162861, 68.31
2056,INDUSTOWER,2025-11-20,406.0,406.3,399.2,400.45,400.5,3782742,15209.61,53260, 2109238, 55.76
2057,INDUSTOWER,2025-11-21,399.7,402.15,395.5,397.9,397.0,3496761,13908.62,39998, 2192008, 62.69
2058,INDUSTOWER,2025-11-24,397.05,404.65,396.3,399.75,400.1,6005510,24070.1,54777, 4086753, 68.05
2059,INDUSTOWER,2025-11-25,399.45,405.65,397.55,404.0,403.6,2738092,11010.12,29511, 1286272, 46.98
2060,INDUSTOWER,2025-11-26,406.0,409.8,403.65,405.05,405.6,3963301,16089.32,59559, 2522871, 63.66
2061,INDUSTOWER,2025-11-27,405.0,409.05,401.25,403.45,404.25,3495842,14155.39,45445, 1928359, 55.16
2062,INDUSTOWER,2025-11-28,404.05,404.8,400.5,400.7,401.05,2277681,9162.77,39467, 1431083, 62.83
2063,INDUSTOWER,2025-12-01,404.6,405.4,395.25,396.7,396.6,2528988,10089.69,33994, 1443940, 57.10
2064,INDUSTOWER,2025-12-02,404.0,406.7,398.0,402.0,401.95,5325984,21412.65,60389, 2916706, 54.76
2065,INDUSTOWER,2025-12-03,402.45,413.3,401.45,406.3,404.65,11451550,46722.45,130650, 6205501, 54.19
2066,INDUSTOWER,2025-12-04,405.5,408.25,398.55,401.5,402.0,3535840,14244.83,51125, 1615150, 45.68
2067,INDUSTOWER,2025-12-05,400.9,416.85,399.1,416.0,415.7,9654037,39883.34,86593, 5098822, 52.82
2068,INFY,2025-11-06,1478.6,1483.0,1461.9,1466.5,1466.7,7944752,116946.18,288667, 5296745, 66.67
2069,INFY,2025-11-07,1470.0,1480.9,1449.1,1478.0,1476.8,8765759,128550.16,254091, 5814986, 66.34
2070,INFY,2025-11-10,1490.1,1520.0,1490.0,1515.0,1513.5,9787975,147879.63,223666, 5871349, 59.99
2071,INFY,2025-11-11,1525.0,1533.4,1511.1,1531.1,1530.3,13692989,208663.0,255611, 9354527, 68.32
2072,INFY,2025-11-12,1540.0,1559.2,1538.1,1550.6,1551.7,14635417,227027.7,394127, 10902389, 74.49
2073,INFY,2025-11-13,1557.1,1557.5,1530.3,1542.0,1541.8,19655689,303911.37,384451, 15342199, 78.05
2074,INFY,2025-11-14,1520.0,1530.0,1488.8,1505.8,1502.8,9739549,146371.69,236102, 5702326, 58.55
2075,INFY,2025-11-17,1496.0,1510.2,1492.5,1507.0,1507.6,7910354,118842.61,271436, 4894475, 61.87
2076,INFY,2025-11-18,1506.0,1506.0,1483.2,1486.8,1486.4,7525119,112073.98,164811, 3499941, 46.51
2077,INFY,2025-11-19,1490.5,1543.0,1490.5,1542.0,1541.1,10981126,168173.87,212749, 5416586, 49.33
2078,INFY,2025-11-20,1555.0,1555.0,1534.0,1536.3,1536.5,7387584,113739.29,174272, 3669775, 49.67
2079,INFY,2025-11-21,1531.0,1551.5,1526.3,1544.1,1545.0,9186302,141820.74,227357, 6477046, 70.51
2080,INFY,2025-11-24,1563.6,1585.0,1541.0,1546.2,1548.0,19270381,300369.94,267249, 11831028, 61.39
2081,INFY,2025-11-25,1549.0,1550.6,1525.9,1530.2,1530.6,8107952,124217.21,170664, 4456829, 54.97
2082,INFY,2025-11-26,1532.1,1560.3,1532.1,1557.3,1557.9,7575038,117467.22,122796, 4546624, 60.02
2083,INFY,2025-11-27,1564.0,1574.3,1552.2,1565.0,1566.4,7552252,118076.64,168875, 4672092, 61.86
